Deformacion,Fuerza
0.0,11.1459398269653
-1.31673341457e-05,11.0513534545898
-2.10844464164e-05,11.0160341262817
-2.06666572922e-05,10.9953050613403
-2.47401058004e-05,10.9755115509033
-2.50186312769e-05,10.9661121368408
-2.68986841547e-05,10.8878002166748
-2.50604098255e-05,10.9619588851928
-9.3236703833e-06,11.6067399978637
0.0178180076181889,13.6177768707275
0.0368022248148918,14.5665225982666
0.0609505660831928,15.6828594207763
0.0877194404602051,16.9719066619873
0.116859644651413,18.4131202697753
0.147369012236595,19.9263935089111
0.17826709151268,21.4652709960937
0.209935829043388,23.0121383666992
0.242145404219627,24.5797214508056
0.274910777807235,26.1935520172119
0.308065176010131,27.8672180175781
0.340850114822387,29.5392303466796
0.373652040958404,31.215103149414
0.406888008117675,32.8814048767089
0.440419793128967,34.4961547851562
0.473753184080123,36.0481491088867
0.506685554981231,37.5033226013183
0.539561927318573,38.8465042114257
0.569788634777069,40.0346145629882
0.596022248268127,41.0729255676269
0.619156718254089,41.970417022705
0.638578951358795,42.724365234375
0.655667066574096,43.3398628234863
0.670844674110412,43.826732635498
0.684911966323852,44.217544555664
0.698190808296203,44.5116119384765
0.710740745067596,44.7564697265625
0.723223686218261,44.9758338928222
0.735342681407928,45.1885643005371
0.746597111225128,45.3868408203125
0.757182836532592,45.5696792602539
0.767253339290618,45.746238708496
0.786232411861419,46.0336074829101
0.803678214550018,46.2726287841796
0.819962263107299,46.510383605957
0.83550602197647,46.7181282043457
0.850553810596466,46.8878746032714
0.864463925361633,47.0554771423339
0.877341985702514,47.2461395263671
0.889765679836273,47.4316329956054
0.901968479156494,47.6131362915039
0.9132821559906,47.8007164001464
0.927392840385437,48.0392379760742
0.939833521842956,48.2051849365234
0.951765000820159,48.3558502197265
0.962543427944183,48.4962120056152
0.975216567516326,48.6504707336425
0.987143516540527,48.8132247924804
0.997396767139434,48.9518585205078
1.00839257240295,49.0684852600097
1.0185739994049,49.1924819946289
1.02898526191711,49.2960586547851
1.03949284553527,49.3716621398925
1.04982638359069,49.4241142272949
1.06059765815734,49.49312210083
1.07061755657196,49.6153907775878
1.08051836490631,49.735595703125
1.08932316303253,49.8146858215332
1.0973402261734,49.8749961853027
1.10100710391998,48.004150390625
1.08160614967346,42.2048149108886
1.06028664112091,39.4870796203613
1.03516030311584,36.4641151428222
1.00715744495391,33.2301750183105
0.977532267570495,29.8737850189208
0.946833670139312,26.5803527832031
0.916408419609069,23.6286163330078
0.890807688236236,21.0857963562011
0.870626926422119,18.9479217529296
0.855568706989288,17.2268886566162
0.844671130180358,15.89000415802
0.828973591327667,14.1760110855102
0.818114936351776,13.2740240097045
0.806138753890991,12.5132503509521
0.794202983379364,11.8778705596923
0.783113837242126,11.3531236648559
0.772353708744049,10.8938674926757
0.762929201126098,10.5482711791992
0.756971299648284,10.3767728805541
0.752800166606903,10.277829170227
0.749679446220397,10.2140712738037
0.747229099273681,10.170991897583
0.745298385620117,10.1417760848999
0.743837773799896,10.8921089172363
0.755643308162689,14.1341562271118
0.772511780261993,15.8961372375488
0.795869171619415,18.0279502868652
0.821664214134216,20.5292167663574
0.850116729736328,23.3597450256347
0.880493700504303,26.4180641174316
0.911805570125579,29.5400848388671
0.94353300333023,32.564842224121
0.973043799400329,35.4301109313964
0.997966468334198,38.0773391723632
1.01865708827972,40.4440422058105
1.03516089916229,42.4797058105468
1.0480408668518,44.1650505065917
1.06464099884033,46.4986114501953
1.07695722579956,48.0899620056152
1.08747863769531,48.7227630615234
1.09759056568145,49.0191345214843
1.10830318927764,49.2282257080078
1.11692523956298,49.3512802124023
1.12425982952117,49.4356613159179
1.13077986240386,49.494529724121
1.13663578033447,49.5453758239746
1.1420726776123,49.5861320495605
1.14704728126525,49.6181678771972
1.15166330337524,49.6505737304687
1.15634429454803,49.7342185974121
1.16070485115051,49.7995986938476
1.16481125354766,49.8618240356445
1.167076587677,48.9073257446289
1.14513421058654,41.713996887207
1.12321150302886,38.9300193786621
1.09783375263214,35.910171508789
1.0703682899475,32.7239990234375
1.04044640064239,29.4593315124511
1.01091909408569,26.3403129577636
0.986338853836059,23.5840435028076
0.966637074947357,21.2665348052978
0.951330959796905,19.3339977264404
0.940451145172119,17.8029193878173
