         Deformación;     Fuerza estándar
  0,000000000000e+00;  1,361470222473e+01
  3,482984539005e-05;  1,346091365814e+01
  3,482984539005e-05;  1,341326713562e+01
  2,089790723403e-05;  1,338805866241e+01
  2,089790723403e-05;  1,337323093414e+01
  1,393193815602e-05;  1,322337150574e+01
  1,393193815602e-05;  1,208945655823e+01
  4,611471202224e-03;  8,634795188904e+00
  1,040019188076e-02;  8,722131729126e+00
  2,132283151150e-02;  8,988477706909e+00
  3,278185054660e-02;  9,663649559021e+00
  3,466962650418e-02;  9,884696006775e+00
  3,648078069091e-02;  9,924344062805e+00
  3,747691214085e-02;  1,000826644897e+01
  2,247918210924e-02;  8,393417358398e+00
  7,822782732546e-03;  7,647543430328e+00
 -2,305735601112e-03;  6,942493438721e+00
 -6,178814452142e-03;  6,656069278717e+00
 -1,147991698235e-02;  6,266383171082e+00
 -1,681584864855e-02;  5,963255405426e+00
 -2,723693847656e-02;  5,541040897369e+00
 -2,399079687893e-02;  6,423128604889e+00
 -1,215561572462e-02;  7,063505649567e+00
  1,790254027583e-03;  8,052296638489e+00
  5,203578621149e-03;  8,328626632690e+00
  1,015638280660e-02;  8,752368927002e+00
  1,526243798435e-02;  9,141125679016e+00
  2,376788668334e-02;  9,662946701050e+00
  1,030963379890e-02;  8,158443450928e+00
  1,671832578722e-04;  7,468731403351e+00
 -1,048378366977e-02;  6,590857505798e+00
 -1,464943308383e-02;  6,225278854370e+00
 -1,898923143744e-02;  5,887610912323e+00
 -2,742501907051e-02;  5,419751644135e+00
 -1,406429149210e-02;  6,817505836487e+00
 -1,414091675542e-03;  7,764211177826e+00
  4,667199216783e-03;  8,284894943237e+00
  9,006997570395e-03;  8,670783996582e+00
  1,376475486904e-02;  9,043738365173e+00
  2,204032614827e-02;  9,616218566895e+00
  2,563476562500e-02;  9,786396026611e+00
  2,791263721883e-02;  9,864422798157e+00
  2,932672947645e-02;  9,763242721558e+00
  1,829263381660e-02;  8,659192085266e+00
  6,025562994182e-03;  7,616868495941e+00
