         Deformación;     Fuerza estándar
  0,000000000000e+00;  1,367485809326e+01
  0,000000000000e+00;  1,358334350586e+01
  2,089790723403e-05;  1,354688167572e+01
  1,393193815602e-05;  1,352250576019e+01
  2,089790723403e-05;  1,350577831268e+01
  1,393193815602e-05;  1,337887382507e+01
  0,000000000000e+00;  1,327678489685e+01
  2,786387631204e-05;  1,290177059174e+01
 -1,495593506843e-02;  1,128272533417e+01
 -2,066106349230e-02;  1,092770004272e+01
 -2,786387503147e-02;  1,026097965240e+01
 -2,920830808580e-02;  9,745601654053e+00
 -2,713244967163e-02;  1,000316143036e+01
 -2,713244967163e-02;  9,985806465149e+00
 -2,702795900404e-02;  9,928236007690e+00
 -3,887707367539e-02;  8,398321151733e+00
 -5,528192967176e-02;  7,580390930176e+00
 -6,820379942656e-02;  6,773171901703e+00
 -7,246001064777e-02;  6,437046527863e+00
 -7,774718105793e-02;  5,960857391357e+00
 -8,236561715603e-02;  5,609961986542e+00
 -9,015356749296e-02;  5,243475437164e+00
 -8,067288249731e-02;  6,869954109192e+00
 -6,670612096786e-02;  7,693222522736e+00
 -5,375638231635e-02;  8,827855110168e+00
 -5,004351958632e-02;  9,286831855774e+00
 -4,741038382053e-02;  9,596764564514e+00
 -4,352337494493e-02;  9,850043296814e+00
 -5,620840191841e-02;  8,083883285522e+00
 -6,793909519911e-02;  7,289998531342e+00
 -7,540661096573e-02;  6,543312072754e+00
 -7,973247766495e-02;  6,034406661987e+00
 -8,358465880156e-02;  5,653748989105e+00
 -8,973561227322e-02;  5,286379814148e+00
 -8,253280073404e-02;  6,534602165222e+00
 -7,141511142254e-02;  7,238009929657e+00
 -6,036012247205e-02;  8,254976272583e+00
 -5,794989690185e-02;  8,518643379211e+00
 -5,441815033555e-02;  8,882207870483e+00
 -5,059383064508e-02;  9,197356224060e+00
 -4,394133016467e-02;  9,668136596680e+00
 -5,639648437500e-02;  8,008432388306e+00
 -6,800875812769e-02;  6,993502140045e+00
 -7,053740322590e-02;  6,702675342560e+00
 -7,402038574219e-02;  6,274280548096e+00
 -7,782380282879e-02;  5,898387908936e+00
 -8,499874919653e-02;  5,382847309113e+00
